year,month_number,month,order_id,product_id,category,net_revenue
2025,6,June,1308,13,"Home Office",262.90
2025,6,June,1011,20,Fitness,215.19
2025,6,June,1597,13,"Home Office",208.13
2025,6,June,1255,20,Fitness,172.15
2025,6,June,1576,12,"Home Office",148.67
2025,6,June,1060,27,Beauty,126.54
2025,6,June,1159,27,Beauty,126.54
2025,7,July,1242,7,Electronics,6289.68
2025,7,July,1100,10,"Home Office",5927.76
2025,7,July,1158,26,Beauty,5890.48
2025,7,July,1382,24,Fitness,5657.43
2025,7,July,1172,24,Fitness,5546.50
2025,7,July,1009,5,Electronics,5262.12
2025,7,July,1172,18,Kitchen,5118.89
2025,7,July,1091,23,Fitness,5075.76
2025,7,July,1068,30,Electronics,4995.00
2025,7,July,1488,24,Fitness,4991.85
2025,7,July,1570,24,Fitness,4714.53
2025,7,July,1326,18,Kitchen,4550.12
2025,7,July,1570,2,Electronics,4471.73
2025,7,July,1171,24,Fitness,4437.20
2025,7,July,1291,5,Electronics,4209.70
2025,7,July,1233,7,Electronics,4193.12
2025,7,July,1091,29,Beauty,4041.98
2025,7,July,1033,30,Electronics,3996.00
2025,7,July,1122,15,Kitchen,3963.68
2025,7,July,1520,6,Electronics,3841.70
2025,7,July,1501,28,Beauty,3826.58
2025,7,July,1236,30,Electronics,3796.20
2025,7,July,1328,6,Electronics,3688.03
2025,7,July,1521,5,Electronics,3508.08
2025,7,July,1068,23,Fitness,3383.84
2025,7,July,1074,23,Fitness,3383.84
2025,7,July,1404,18,Kitchen,3241.96
2025,7,July,1056,10,"Home Office",3161.47
2025,7,July,1346,6,Electronics,3073.36
2025,7,July,1328,21,Fitness,3019.20
2025,7,July,1117,2,Electronics,3000.76
2025,7,July,1117,14,"Home Office",2922.92
2025,7,July,1056,8,Electronics,2893.15
2025,7,July,1065,23,Fitness,2876.26
2025,7,July,1003,30,Electronics,2847.15
2025,7,July,1328,30,Electronics,2847.15
2025,7,July,1407,15,Kitchen,2797.89
2025,7,July,1201,11,"Home Office",2783.24
2025,7,July,1242,14,"Home Office",2776.77
2025,7,July,1056,7,Electronics,2673.11
2025,7,July,1100,21,Fitness,2672.73
2025,7,July,1283,28,Beauty,2657.35
2025,7,July,1377,11,"Home Office",2644.08
2025,7,July,1202,25,Beauty,2573.85
2025,7,July,1447,23,Fitness,2537.88
2025,7,July,1501,10,"Home Office",2519.30
2025,7,July,1233,14,"Home Office",2338.34
2025,7,July,1357,17,Kitchen,2232.06
2025,7,July,1377,24,Fitness,2218.60
2025,7,July,1542,16,Kitchen,2174.64
2025,7,July,1447,25,Beauty,2059.08
2025,7,July,1407,4,Electronics,2044.70
2025,7,July,1158,23,Fitness,2030.30
2025,7,July,1232,1,Electronics,2025.54
2025,7,July,1122,11,"Home Office",1983.06
2025,7,July,1332,21,Fitness,1979.80
2025,7,July,1542,10,"Home Office",1975.92
2025,7,July,1357,19,Kitchen,1940.76
2025,7,July,1447,19,Kitchen,1940.76
2025,7,July,1242,21,Fitness,1880.81
2025,7,July,1391,17,Kitchen,1860.05
2025,7,July,1590,17,Kitchen,1860.05
2025,7,July,1326,9,"Home Office",1853.70
2025,7,July,1283,22,Fitness,1811.42
2025,7,July,1122,30,Electronics,1798.20
2025,7,July,1232,21,Fitness,1781.82
2025,7,July,1236,19,Kitchen,1746.68
2025,7,July,1407,29,Beauty,1684.16
2025,7,July,1570,16,Kitchen,1630.98
2025,7,July,1404,21,Fitness,1583.84
2025,7,July,1003,9,"Home Office",1544.75
2025,7,July,1285,6,Electronics,1536.68
2025,7,July,1520,16,Kitchen,1449.76
2025,7,July,1590,4,Electronics,1448.33
2025,7,July,1465,29,Beauty,1431.54
2025,7,July,1074,4,Electronics,1363.14
2025,7,July,1437,22,Fitness,1207.61
2025,7,July,1391,3,Electronics,1186.43
2025,7,July,1447,2,Electronics,1176.77
2025,7,July,1520,19,Kitchen,1164.46
2025,7,July,1117,22,Fitness,1136.58
2025,7,July,1074,3,Electronics,1116.64
2025,7,July,1407,17,Kitchen,1116.03
2025,7,July,1377,12,"Home Office",1115.04
2025,7,July,1340,5,Electronics,1110.89
2025,7,July,1171,28,Beauty,1062.94
2025,7,July,1382,7,Electronics,1048.28
2025,7,July,1437,21,Fitness,989.90
2025,7,July,1332,8,Electronics,983.67
2025,7,July,1117,17,Kitchen,948.63
2025,7,July,1291,12,"Home Office",929.20
2025,7,July,1068,26,Beauty,927.21
2025,7,July,1065,27,Beauty,925.35
2025,7,July,1587,24,Fitness,887.44
2025,7,July,1091,20,Fitness,860.76
2025,7,July,1171,29,Beauty,842.08
2025,7,July,1201,12,"Home Office",836.28
2025,7,July,1091,19,Kitchen,776.30
2025,7,July,1542,19,Kitchen,776.30
2025,7,July,1201,6,Electronics,768.34
2025,7,July,1202,6,Electronics,768.34
2025,7,July,1233,12,"Home Office",743.36
2025,7,July,1202,22,Fitness,710.36
2025,7,July,1068,14,"Home Office",694.19
2025,7,July,1236,13,"Home Office",657.24
2025,7,July,1285,20,Fitness,645.57
2025,7,July,1232,16,Kitchen,616.15
2025,7,July,1382,6,Electronics,614.67
2025,7,July,1050,12,"Home Office",557.52
2025,7,July,1122,12,"Home Office",557.52
2025,7,July,1391,13,"Home Office",525.79
2025,7,July,1542,9,"Home Office",525.22
2025,7,July,1382,9,"Home Office",494.32
2025,7,July,1171,25,Beauty,463.29
2025,7,July,1201,20,Fitness,430.38
2025,7,July,1332,20,Fitness,430.38
2025,7,July,1291,17,Kitchen,353.41
2025,7,July,1050,13,"Home Office",350.53
2025,7,July,1028,12,"Home Office",334.51
2025,7,July,1033,12,"Home Office",315.93
2025,7,July,1520,13,"Home Office",312.19
2025,7,July,1242,1,Electronics,303.83
2025,7,July,1033,3,Electronics,279.16
2025,7,July,1590,27,Beauty,225.41
2025,7,July,1346,12,"Home Office",185.84
2025,7,July,1283,12,"Home Office",167.26
