customer_id,order_id,month_order,unit_price_clean,quantity_clean,net_revenue,margin,discount_pct,product_id,category,unit_cost,store_id,store_name,region,campaign_id,campaign_name,budget,duration_days,start_date,end_date,stock_on_hand
55,1531,1,308.95,3,787.82,18.27,15.00,9,"Home Office",214.62,11,"Store 11",West,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,100
55,1591,4,279.16,3,711.86,50.38,15.00,3,Electronics,117.74,14,"Store 14",Central,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,4
55,1569,1,337.59,4,1215.32,34.91,10.00,1,Electronics,197.77,1,"Store 1",Central,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,6
56,1576,6,842.08,2,1347.33,9.12,20.00,29,Beauty,612.25,2,"Store 2",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,169
56,1576,6,842.08,5,4210.40,27.29,0.00,29,Beauty,612.25,2,"Store 2",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,169
56,1303,4,514.77,4,2059.08,43.22,0.00,25,Beauty,292.30,9,"Store 9",Central,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,184
56,1576,6,185.84,1,148.67,28.11,20.00,12,"Home Office",106.88,2,"Store 2",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,35
56,1576,6,308.95,3,741.48,13.17,20.00,9,"Home Office",214.62,2,"Store 2",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,71
56,1324,4,768.34,4,2919.69,31.46,5.00,6,Electronics,500.28,14,"Store 14",Central,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,193
57,1171,7,842.08,1,842.08,27.29,0.00,29,Beauty,612.25,6,"Store 6",East,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,120
57,1171,7,531.47,2,1062.94,46.25,0.00,28,Beauty,285.65,6,"Store 6",East,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,177
57,1149,6,1090.83,6,6544.98,31.93,0.00,26,Beauty,742.48,12,"Store 12",East,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,45
57,1466,5,514.77,1,514.77,43.22,0.00,25,Beauty,292.30,10,"Store 10",Central,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,145
57,1171,7,1109.30,4,4437.20,33.49,0.00,24,Fitness,737.83,6,"Store 6",East,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,163
57,1466,5,578.63,1,578.63,51.37,0.00,8,Electronics,281.38,10,"Store 10",Central,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,172
60,1554,1,531.47,6,2551.06,32.82,20.00,28,Beauty,285.65,7,"Store 7",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,50
60,1554,1,932.63,4,3730.52,49.79,0.00,15,Kitchen,468.32,7,"Store 7",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,195
60,1554,1,1169.36,1,1169.36,42.87,0.00,5,Electronics,668.11,7,"Store 7",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,96
60,1554,1,279.16,2,446.66,47.28,20.00,3,Electronics,117.74,7,"Store 7",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,95
61,1291,7,372.01,1,353.41,37.01,5.00,17,Kitchen,222.61,11,"Store 11",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,147
61,1291,7,185.84,5,929.20,42.49,0.00,12,"Home Office",106.88,11,"Store 11",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,1
63,1328,7,999.00,3,2847.15,36.78,5.00,30,Electronics,600.00,13,"Store 13",South,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,83
63,1163,5,531.47,1,425.18,32.82,20.00,28,Beauty,285.65,6,"Store 6",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,177
63,1503,3,79.09,2,126.54,16.61,20.00,27,Beauty,52.76,7,"Store 7",South,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,173
63,1163,5,1137.53,4,4550.12,56.69,0.00,18,Kitchen,492.68,6,"Store 6",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,76
63,1328,7,768.34,6,3688.03,18.61,20.00,6,Electronics,500.28,13,"Store 13",South,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,3
63,1455,1,1176.77,3,2824.25,14.62,20.00,2,Electronics,803.79,11,"Store 11",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,70
63,1455,1,337.59,2,573.90,31.08,15.00,1,Electronics,197.77,11,"Store 11",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,102
64,1518,4,1137.53,3,2730.07,45.86,20.00,18,Kitchen,492.68,13,"Store 13",South,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,11
64,1518,4,337.59,1,320.71,38.33,5.00,1,Electronics,197.77,13,"Store 13",South,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,91
67,1483,3,372.01,5,1767.05,37.01,5.00,17,Kitchen,222.61,11,"Store 11",West,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,147
67,1483,3,932.63,3,2518.10,44.21,10.00,15,Kitchen,468.32,11,"Store 11",West,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,128
67,1185,4,987.96,5,3951.84,36.21,20.00,10,"Home Office",504.14,1,"Store 1",Central,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,162
67,1185,4,279.16,5,1326.01,55.60,5.00,3,Electronics,117.74,1,"Store 1",Central,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,192
67,1185,4,337.59,3,1012.77,41.42,0.00,1,Electronics,197.77,1,"Store 1",Central,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,6
70,1028,7,185.84,2,334.51,36.10,10.00,12,"Home Office",106.88,5,"Store 5",West,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,49
71,1413,3,842.08,3,2273.62,19.21,10.00,29,Beauty,612.25,6,"Store 6",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,120
71,1429,4,845.96,5,4229.80,46.84,0.00,23,Fitness,449.72,14,"Store 14",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,75
71,1429,4,215.19,1,193.67,57.77,10.00,20,Fitness,81.78,14,"Store 14",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,180
71,1429,4,362.44,6,2174.64,41.46,0.00,16,Kitchen,212.18,14,"Store 14",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,59
71,1429,4,730.73,5,3288.29,25.97,10.00,14,"Home Office",486.88,14,"Store 14",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,97
71,1125,6,185.84,2,371.68,42.49,0.00,12,"Home Office",106.88,11,"Store 11",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,1
71,1125,6,768.34,5,3265.45,23.40,15.00,6,Electronics,500.28,11,"Store 11",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,63
71,1125,6,768.34,6,3688.03,18.61,20.00,6,Electronics,500.28,11,"Store 11",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,63
71,1413,3,279.16,3,753.73,53.14,10.00,3,Electronics,117.74,6,"Store 6",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,85
72,1358,5,842.08,1,842.08,27.29,0.00,29,Beauty,612.25,12,"Store 12",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,43
72,1358,5,1090.83,2,1963.49,24.37,10.00,26,Beauty,742.48,12,"Store 12",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,45
72,1358,5,845.96,6,4821.97,44.04,5.00,23,Fitness,449.72,12,"Store 12",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,53
72,1358,5,109.54,5,547.70,55.08,0.00,13,"Home Office",49.21,12,"Store 12",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,43
72,1578,5,768.34,6,4610.04,34.89,0.00,6,Electronics,500.28,1,"Store 1",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,36
74,1432,3,1176.77,6,6354.56,24.11,10.00,2,Electronics,803.79,12,"Store 12",East,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,11
75,1065,7,79.09,6,450.81,29.78,5.00,27,Beauty,52.76,12,"Store 12",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,31
75,1065,7,79.09,6,474.54,33.29,0.00,27,Beauty,52.76,12,"Store 12",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,31
75,1065,7,845.96,4,2876.26,37.46,15.00,23,Fitness,449.72,12,"Store 12",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,53
76,1527,3,987.96,4,3359.06,39.97,15.00,10,"Home Office",504.14,6,"Store 6",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,84
76,1527,3,987.96,5,3951.84,36.21,20.00,10,"Home Office",504.14,6,"Store 6",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,84
76,1527,3,1048.28,3,2515.87,27.55,20.00,7,Electronics,607.61,6,"Store 6",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,26
76,1527,3,279.16,6,1339.97,47.28,20.00,3,Electronics,117.74,6,"Store 6",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,85
77,1361,5,514.77,6,2470.90,29.02,20.00,25,Beauty,292.30,1,"Store 1",Central,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,61
77,1217,2,109.54,4,416.25,52.71,5.00,13,"Home Office",49.21,8,"Store 8",East,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,140
77,1245,3,185.84,2,371.68,42.49,0.00,12,"Home Office",106.88,9,"Store 9",Central,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,64
77,1245,3,578.63,2,983.67,42.79,15.00,8,Electronics,281.38,9,"Store 9",Central,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,103
77,1361,5,1048.28,3,3144.84,42.04,0.00,7,Electronics,607.61,1,"Store 1",Central,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,141
77,1245,3,1169.36,2,1987.91,32.78,15.00,5,Electronics,668.11,9,"Store 9",Central,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,121
77,1217,2,279.16,4,893.31,47.28,20.00,3,Electronics,117.74,8,"Store 8",East,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,10
78,1214,4,1137.53,6,5801.40,49.05,15.00,18,Kitchen,492.68,15,"Store 15",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,62
78,1533,1,578.63,1,520.77,45.97,10.00,8,Electronics,281.38,5,"Store 5",West,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,110
78,1214,4,1048.28,4,3564.15,31.81,15.00,7,Electronics,607.61,15,"Store 15",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,184
79,1061,1,1090.83,5,5181.44,28.35,5.00,26,Beauty,742.48,1,"Store 1",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,96
79,1061,1,987.96,1,987.96,48.97,0.00,10,"Home Office",504.14,1,"Store 1",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,162
81,1581,3,999.00,4,3796.20,36.78,5.00,30,Electronics,600.00,11,"Store 11",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,24
81,1581,3,1090.83,4,4145.15,28.35,5.00,26,Beauty,742.48,11,"Store 11",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,178
81,1012,3,514.77,6,2625.33,33.20,15.00,25,Beauty,292.30,11,"Store 11",West,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,158
82,1210,3,845.96,1,845.96,46.84,0.00,23,Fitness,449.72,12,"Store 12",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,53
82,1210,3,308.95,1,262.61,18.27,15.00,9,"Home Office",214.62,12,"Store 12",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,190
83,1544,6,845.96,2,1691.92,46.84,0.00,23,Fitness,449.72,10,"Store 10",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,35
83,1544,6,215.19,3,645.57,62.00,0.00,20,Fitness,81.78,10,"Store 10",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,43
83,1253,3,185.84,3,557.52,42.49,0.00,12,"Home Office",106.88,3,"Store 3",West,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,50
84,1238,2,185.84,3,501.77,36.10,10.00,12,"Home Office",106.88,2,"Store 2",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,35
84,1238,2,987.96,4,3161.47,36.21,20.00,10,"Home Office",504.14,2,"Store 2",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,89
84,1396,1,768.34,6,4610.04,34.89,0.00,6,Electronics,500.28,6,"Store 6",East,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,87
84,1238,2,851.96,4,3407.84,59.94,0.00,4,Electronics,341.32,2,"Store 2",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,158
85,1573,2,531.47,2,956.65,40.28,10.00,28,Beauty,285.65,8,"Store 8",East,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,132
85,1573,2,1090.83,4,3490.66,14.92,20.00,26,Beauty,742.48,8,"Store 8",East,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,134
86,1492,5,999.00,6,5994.00,39.94,0.00,30,Electronics,600.00,2,"Store 2",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,174
87,1517,2,514.77,5,2059.08,29.02,20.00,25,Beauty,292.30,1,"Store 1",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,61
87,1517,2,514.77,1,437.55,33.20,15.00,25,Beauty,292.30,1,"Store 1",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,61
87,1517,2,215.19,5,1075.95,62.00,0.00,20,Fitness,81.78,1,"Store 1",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,81
87,1113,5,932.63,3,2797.89,49.79,0.00,15,Kitchen,468.32,12,"Store 12",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,155
87,1113,5,308.95,2,525.22,18.27,15.00,9,"Home Office",214.62,12,"Store 12",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,190
88,1236,7,999.00,4,3796.20,36.78,5.00,30,Electronics,600.00,3,"Store 3",West,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,113
88,1236,7,109.54,6,657.24,55.08,0.00,13,"Home Office",49.21,3,"Store 3",West,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,59
89,1011,6,494.95,6,2375.76,21.78,20.00,21,Fitness,309.71,7,"Store 7",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,62
89,1011,6,215.19,1,215.19,62.00,0.00,20,Fitness,81.78,7,"Store 7",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,61
89,1011,6,362.44,5,1812.20,41.46,0.00,16,Kitchen,212.18,7,"Store 7",South,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,44
89,1083,2,695.81,6,4174.86,37.54,0.00,11,"Home Office",434.59,1,"Store 1",Central,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,22
89,1083,2,695.81,5,3479.05,37.54,0.00,11,"Home Office",434.59,1,"Store 1",Central,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,22
89,1306,3,308.95,6,1761.02,26.88,5.00,9,"Home Office",214.62,13,"Store 13",South,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,168
89,1306,3,308.95,5,1467.51,26.88,5.00,9,"Home Office",214.62,13,"Store 13",South,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,168
90,1502,4,987.96,3,2371.10,36.21,20.00,10,"Home Office",504.14,12,"Store 12",East,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,64
92,1189,1,323.46,1,291.11,57.50,10.00,19,Kitchen,123.72,5,"Store 5",West,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,8
93,1251,1,308.95,4,1235.80,30.53,0.00,9,"Home Office",214.62,12,"Store 12",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,190
93,1251,1,851.96,2,1363.14,49.92,20.00,4,Electronics,341.32,12,"Store 12",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,182
93,1251,1,1176.77,3,3530.31,31.70,0.00,2,Electronics,803.79,12,"Store 12",East,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,11
94,1382,7,1109.30,6,5657.43,21.75,15.00,24,Fitness,737.83,1,"Store 1",Central,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,82
94,1382,7,308.95,2,494.32,13.17,20.00,9,"Home Office",214.62,1,"Store 1",Central,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,126
94,1382,7,1048.28,1,1048.28,42.04,0.00,7,Electronics,607.61,1,"Store 1",Central,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,141
94,1382,7,768.34,1,614.67,18.61,20.00,6,Electronics,500.28,1,"Store 1",Central,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,36
94,1473,2,337.59,4,1147.81,31.08,15.00,1,Electronics,197.77,7,"Store 7",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,86
95,1434,1,531.47,3,1594.41,46.25,0.00,28,Beauty,285.65,10,"Store 10",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,195
95,1515,2,215.19,4,860.76,62.00,0.00,20,Fitness,81.78,15,"Store 15",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,73
95,1471,3,730.73,1,730.73,33.37,0.00,14,"Home Office",486.88,14,"Store 14",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,97
95,1308,6,109.54,3,262.90,43.84,20.00,13,"Home Office",49.21,3,"Store 3",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,59
95,1515,2,578.63,4,1967.34,42.79,15.00,8,Electronics,281.38,15,"Store 15",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,23
95,1467,2,1048.28,5,4979.33,38.99,5.00,7,Electronics,607.61,7,"Store 7",South,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,7
95,1467,2,768.34,4,3073.36,34.89,0.00,6,Electronics,500.28,7,"Store 7",South,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,97
95,1467,2,1169.36,4,3975.82,32.78,15.00,5,Electronics,668.11,7,"Store 7",South,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,96
95,1467,2,1176.77,4,4707.08,31.70,0.00,2,Electronics,803.79,7,"Store 7",South,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,33
96,1020,2,999.00,4,3196.80,24.92,20.00,30,Electronics,600.00,7,"Store 7",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,81
96,1020,2,79.09,2,158.18,33.29,0.00,27,Beauty,52.76,7,"Store 7",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,173
96,1574,6,1090.83,4,4145.15,28.35,5.00,26,Beauty,742.48,2,"Store 2",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,162
96,1546,4,1090.83,2,2181.66,31.93,0.00,26,Beauty,742.48,8,"Store 8",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,134
96,1042,2,1109.30,1,1053.84,29.99,5.00,24,Fitness,737.83,7,"Store 7",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,67
96,1546,4,1109.30,6,6655.80,33.49,0.00,24,Fitness,737.83,8,"Store 8",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,75
96,1574,6,215.19,4,860.76,62.00,0.00,20,Fitness,81.78,2,"Store 2",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,53
96,1546,4,730.73,2,1388.39,29.86,5.00,14,"Home Office",486.88,8,"Store 8",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,58
96,1042,2,279.16,4,893.31,47.28,20.00,3,Electronics,117.74,7,"Store 7",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,95
96,1042,2,337.59,4,1350.36,41.42,0.00,1,Electronics,197.77,7,"Store 7",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,86
97,1560,2,851.96,3,2300.29,55.49,10.00,4,Electronics,341.32,11,"Store 11",West,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,73
98,1498,5,531.47,3,1355.25,36.77,15.00,28,Beauty,285.65,5,"Store 5",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,102
98,1498,5,79.09,1,79.09,33.29,0.00,27,Beauty,52.76,5,"Store 5",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,14
98,1411,6,514.77,4,1750.22,33.20,15.00,25,Beauty,292.30,5,"Store 5",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,75
98,1498,5,355.18,4,1207.61,47.93,15.00,22,Fitness,157.20,5,"Store 5",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,2
98,1498,5,372.01,6,2008.85,33.51,10.00,17,Kitchen,222.61,5,"Store 5",West,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,168
98,1513,2,362.44,1,344.32,38.38,5.00,16,Kitchen,212.18,6,"Store 6",East,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,88
98,1513,2,987.96,5,4198.83,39.97,15.00,10,"Home Office",504.14,6,"Store 6",East,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,84
98,1411,6,308.95,5,1544.75,30.53,0.00,9,"Home Office",214.62,5,"Store 5",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,156
98,1411,6,851.96,3,2555.88,59.94,0.00,4,Electronics,341.32,5,"Store 5",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,26
98,1513,2,1176.77,1,1176.77,31.70,0.00,2,Electronics,803.79,6,"Store 6",East,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,153
99,1278,5,531.47,6,3029.38,43.42,5.00,28,Beauty,285.65,9,"Store 9",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,200
99,1278,5,79.09,1,79.09,33.29,0.00,27,Beauty,52.76,9,"Store 9",Central,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,50
99,1580,1,845.96,4,3383.84,46.84,0.00,23,Fitness,449.72,13,"Store 13",South,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,56
99,1535,3,932.63,4,3730.52,49.79,0.00,15,Kitchen,468.32,13,"Store 13",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,23
99,1556,6,109.54,3,295.76,50.08,10.00,13,"Home Office",49.21,8,"Store 8",East,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,140
99,1535,3,1048.28,2,2096.56,42.04,0.00,7,Electronics,607.61,13,"Store 13",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,49
99,1535,3,768.34,2,1536.68,34.89,0.00,6,Electronics,500.28,13,"Store 13",South,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,3
99,1580,1,279.16,3,837.48,57.82,0.00,3,Electronics,117.74,13,"Store 13",South,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,166
100,1192,5,932.63,3,2658.00,47.14,5.00,15,Kitchen,468.32,13,"Store 13",South,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,23
100,1192,5,987.96,4,3951.84,48.97,0.00,10,"Home Office",504.14,13,"Store 13",South,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,30
100,1192,5,851.96,5,4259.80,59.94,0.00,4,Electronics,341.32,13,"Store 13",South,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,53
101,1142,3,999.00,5,4995.00,39.94,0.00,30,Electronics,600.00,4,"Store 4",South,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,104
101,1161,1,79.09,2,126.54,16.61,20.00,27,Beauty,52.76,7,"Store 7",South,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,173
101,1433,3,355.18,3,852.43,44.68,20.00,22,Fitness,157.20,10,"Store 10",Central,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,125
101,1161,1,1169.36,6,7016.16,42.87,0.00,5,Electronics,668.11,7,"Store 7",South,1,"Winter Sale",7612.00,29,2025-01-01,2025-01-30,96
103,1255,6,355.18,6,2131.08,55.74,0.00,22,Fitness,157.20,10,"Store 10",Central,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,125
103,1255,6,215.19,1,172.15,52.50,20.00,20,Fitness,81.78,10,"Store 10",Central,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,43
103,1457,2,323.46,5,1617.30,61.75,0.00,19,Kitchen,123.72,10,"Store 10",Central,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,77
103,1201,7,185.84,5,836.28,36.10,10.00,12,"Home Office",106.88,9,"Store 9",Central,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,64
103,1201,7,695.81,4,2783.24,37.54,0.00,11,"Home Office",434.59,9,"Store 9",Central,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,70
103,1457,2,695.81,2,1113.30,21.93,20.00,11,"Home Office",434.59,10,"Store 10",Central,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,175
103,1457,2,695.81,1,591.44,26.52,15.00,11,"Home Office",434.59,10,"Store 10",Central,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,175
103,1201,7,768.34,1,768.34,34.89,0.00,6,Electronics,500.28,9,"Store 9",Central,6,"Black Friday",23229.00,30,2025-08-14,2025-09-13,72
104,1402,2,1090.83,1,1090.83,31.93,0.00,26,Beauty,742.48,11,"Store 11",West,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,178
104,1522,5,730.73,3,2192.19,33.37,0.00,14,"Home Office",486.88,12,"Store 12",East,5,"VIP Loyalty",16481.00,33,2025-06-30,2025-08-02,140
104,1525,6,730.73,2,1388.39,29.86,5.00,14,"Home Office",486.88,13,"Store 13",South,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,102
104,1402,2,695.81,1,695.81,37.54,0.00,11,"Home Office",434.59,11,"Store 11",West,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,84
104,1402,2,987.96,5,4445.82,43.30,10.00,10,"Home Office",504.14,11,"Store 11",West,3,"Back to Office",20002.00,15,2025-04-01,2025-04-16,110
106,1530,6,1090.83,3,3108.87,28.35,5.00,26,Beauty,742.48,5,"Store 5",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,80
106,1530,6,362.44,5,1721.59,38.38,5.00,16,Kitchen,212.18,5,"Store 5",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,143
106,1530,6,578.63,1,578.63,51.37,0.00,8,Electronics,281.38,5,"Store 5",West,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,110
107,1044,4,323.46,4,1164.46,57.50,10.00,19,Kitchen,123.72,12,"Store 12",East,2,"Spring Refresh",21408.00,28,2025-02-15,2025-03-15,173
107,1542,7,362.44,6,2174.64,41.46,0.00,16,Kitchen,212.18,11,"Store 11",West,4,"Summer Deals",22662.00,33,2025-05-16,2025-06-18,168
